,gene,chromosome
18572,UTRN,['Chromosome 6']
18573,UTS2,['Chromosome 1']
18574,UTS2B,['Chromosome 3']
18575,UTS2R,['Chromosome 17']
18576,UTY,['Chromosome Y']
18577,UVRAG,['Chromosome 11']
18578,UVSSA,['Chromosome 4']
18579,UXS1,['Chromosome 2']
18580,UXT,['Chromosome X']
18581,VAC14,['Chromosome 16']
18582,VAMP1,['Chromosome 12']
18583,VAMP2,['Chromosome 17']
18584,VAMP3,['Chromosome 1']
18585,VAMP4,['Chromosome 1']
18586,VAMP5,['Chromosome 2']
18587,VAMP7,['Chromosome X']
18588,VAMP8,['Chromosome 2']
18589,VANGL1,['Chromosome 1']
18590,VANGL2,['Chromosome 1']
18591,VAPA,['Chromosome 18']
18592,VAPB,['Chromosome 20']
18593,VARS,['Chromosome 6']
18594,VARS2,['Chromosome 6']
18595,VASH1,['Chromosome 14']
18596,VASH2,['Chromosome 1']
18597,VASN,['Chromosome 16']
18598,VASP,['Chromosome 19']
18599,VAT1,['Chromosome 17']
18600,VAT1L,['Chromosome 16']
18601,VAV1,['Chromosome 19']
18602,VAV2,['Chromosome 9']
18603,VAV3,['Chromosome 1']
18604,VAX1,['Chromosome 10']
18605,VAX2,['Chromosome 2']
18606,VBP1,['Chromosome X']
18607,VCAM1,['Chromosome 1']
18608,VCAN,['Chromosome 5']
18609,VCL,['Chromosome 10']
18610,VCP,['Chromosome 14']
18611,VCPIP1,['Chromosome 8']
18612,VCPKMT,['Chromosome 14']
18613,VCX,['Chromosome X']
18614,VCX2,['Chromosome X']
18615,VCX3A,['Chromosome X']
18616,VCX3B,['Chromosome X']
18617,VCY,['Chromosome 19']
18618,VCY1B,['Chromosome Y']
18619,VDAC1,['Chromosome 5']
18620,VDAC2,['Chromosome 10']
18621,VDAC3,['Chromosome 8']
18622,VDR,['Chromosome 12']
18623,VEGFA,['Chromosome 6']
18624,VEGFB,['Chromosome 11']
18625,VEGFC,['Chromosome 4']
18626,VEGFD,['Chromosome X']
18627,VENTX,['Chromosome 10']
18628,VENTXP1,['Unplaced']
18629,VEPH1,['Chromosome 3']
18630,VEZF1,['Chromosome 17']
18631,VEZT,['Chromosome 12']
18632,VGF,['Chromosome 7']
18633,VGLL1,['Chromosome X']
18634,VGLL2,['Chromosome 6']
18635,VGLL3,['Chromosome 3']
18636,VGLL4,['Chromosome 3']
18637,VHL,['Chromosome 3']
18638,VHLL,['Chromosome 1']
18639,VIL1,['Chromosome 2']
18640,VILL,['Chromosome 3']
18641,VIM,['Chromosome 10']
18642,VIP,['Chromosome 7']
18643,VIPAS39,['Chromosome 14']
18644,VIPR1,['Chromosome 3']
18645,VIPR2,['Chromosome 7']
18646,VIRMA,['Chromosome 8']
18647,VIT,['Chromosome 2']
18648,VKORC1,['Chromosome 16']
18649,VKORC1L1,['Chromosome 7']
18650,VLDLR,['Chromosome 9']
18651,VMA21,['Chromosome X']
18652,VMAC,['Chromosome 16']
18653,VMO1,['Chromosome 17']
18654,VMP1,['Chromosome 17']
18655,VN1R1,['Chromosome 19']
18656,VN1R2,['Chromosome 19']
18657,VN1R3,['Unplaced']
18658,VN1R4,['Chromosome 19']
18659,VN1R5,['Chromosome 1']
18660,VNN1,['Chromosome 6']
18661,VNN2,['Chromosome 6']
18662,VNN3,['Chromosome 6']
18663,VOPP1,['Chromosome 7']
18664,VPREB1,['Chromosome 22']
18665,VPREB3,['Chromosome 22']
18666,VPS11,['Chromosome 11']
18667,VPS13A,['Chromosome 9']
18668,VPS13B,['Chromosome 8']
18669,VPS13C,['Chromosome 15']
18670,VPS13D,['Chromosome 1']
18671,VPS16,['Chromosome 20']
18672,VPS18,['Chromosome 15']
18673,VPS25,['Chromosome 17']
18674,VPS26A,['Chromosome 10']
18675,VPS26B,['Chromosome 11']
18676,VPS26C,['Chromosome 21']
18677,VPS28,['Chromosome 8']
18678,VPS29,['Chromosome 12']
18679,VPS33A,['Chromosome 12']
18680,VPS33B,['Chromosome 14']
18681,VPS35,['Chromosome 16']
18682,VPS35L,['Chromosome 16']
18683,VPS36,['Chromosome 13']
18684,VPS37A,['Chromosome 8']
18685,VPS37B,['Chromosome 12']
18686,VPS37C,['Chromosome 11']
18687,VPS37D,['Chromosome 7']
18688,VPS39,['Chromosome 15']
18689,VPS41,['Chromosome 7']
18690,VPS45,['Chromosome 1']
18691,VPS4A,['Chromosome 16']
18692,VPS4B,['Chromosome 18']
18693,VPS50,['Chromosome 7']
18694,VPS51,['Chromosome 11']
18695,VPS52,['Chromosome 6']
18696,VPS53,['Chromosome 17']
18697,VPS54,['Chromosome 2']
18698,VPS72,['Chromosome 1']
18699,VPS8,['Chromosome 3']
18700,VPS9D1,['Chromosome 16']
18701,VRK1,['Chromosome 14']
18702,VRK2,['Chromosome 2']
18703,VRK3,['Chromosome 19']
18704,VRTN,['Chromosome 14']
18705,VSIG1,['Chromosome X']
18706,VSIG10,['Chromosome 19']
18707,VSIG10L,['Chromosome 19']
18708,VSIG2,['Chromosome 11']
18709,VSIG4,['Chromosome X']
18710,VSIG8,['Chromosome 1']
18711,VSIR,['Chromosome 10']
18712,VSNL1,['Chromosome 2']
18713,VSTM1,['Chromosome 19']
18714,VSTM2A,['Chromosome 7']
18715,VSTM2B,['Chromosome 19']
18716,VSTM2L,['Chromosome 20']
18717,VSTM4,['Chromosome 10']
18718,VSTM5,['Chromosome 11']
18719,VSX1,['Chromosome 20']
18720,VSX2,['Chromosome 14']
18721,VTA1,['Chromosome 6']
18722,VTCN1,['Chromosome 1']
18723,VTI1A,['Unplaced']
18724,VTI1B,['Chromosome 14']
18725,VTN,['Chromosome 17']
18726,VTRNA1-1,['Chromosome 5']
18727,VWA1,['Chromosome 1']
18728,VWA2,['Chromosome 10']
18729,VWA3A,['Chromosome 16']
18730,VWA3B,['Chromosome 2']
18731,VWA5A,['Chromosome 11']
18732,VWA5B1,['Chromosome 1']
18733,VWA5B2,['Chromosome 3']
18734,VWA7,['Chromosome 6']
18735,VWA8,['Chromosome 13']
18736,VWC2,['Chromosome 7']
18737,VWC2L,['Chromosome 2']
18738,VWCE,['Chromosome 11']
18739,VWDE,['Chromosome 7']
18740,VWF,['Chromosome 12']
18741,VXN,['Chromosome 15']
18742,WAC,['Chromosome 10']
18743,WAPL,['Chromosome 10']
18744,WARS,['Chromosome 1']
18745,WARS2,['Chromosome 1']
18746,WAS,['Chromosome X']
18747,WASF1,['Chromosome 6']
18748,WASF2,['Chromosome 1']
18749,WASF3,['Chromosome 13']
18750,WASH2P,['Unplaced']
18751,WASH3P,['Unplaced']
18752,WASH5P,['Chromosome 1']
18753,WASHC1,['Chromosome 9']
18754,WASHC2A,['Chromosome 10']
18755,WASHC2C,['Chromosome 10']
18756,WASHC3,['Chromosome 12']
18757,WASHC4,['Chromosome 12']
18758,WASHC5,['Chromosome 8']
18759,WASL,['Chromosome 2']
18760,WBP1,['Chromosome 2']
18761,WBP11,['Chromosome 12']
18762,WBP1L,['Chromosome 10']
18763,WBP2,['Chromosome 17']
18764,WBP2NL,['Chromosome 22']
18765,WBP4,['Chromosome 13']
18766,WDCP,['Chromosome 2']
18767,WDFY1,['Chromosome 2']
18768,WDFY2,['Chromosome 13']
18769,WDFY3,['Chromosome 4']
18770,WDFY4,['Chromosome 10']
18771,WDHD1,['Chromosome 14']
18772,WDPCP,['Chromosome 2']
18773,WDR1,['Chromosome 4']
18774,WDR11,['Chromosome 10']
18775,WDR12,['Chromosome 2']
18776,WDR13,['Chromosome X']
18777,WDR17,['Chromosome 4']
18778,WDR18,['Chromosome 19']
18779,WDR19,['Chromosome 4']
18780,WDR20,['Chromosome 14']
18781,WDR24,['Chromosome 16']
18782,WDR25,['Chromosome 14']
18783,WDR26,['Chromosome 1']
18784,WDR27,['Chromosome 6']
18785,WDR3,['Chromosome 1']
18786,WDR31,['Chromosome 9']
18787,WDR33,['Chromosome 2']
18788,WDR34,['Chromosome 9']
18789,WDR35,['Chromosome 2']
18790,WDR36,['Chromosome 5']
18791,WDR37,['Chromosome 10']
18792,WDR38,['Chromosome 9']
18793,WDR4,['Chromosome 21']
18794,WDR41,['Chromosome 5']
18795,WDR43,['Chromosome 2']
18796,WDR44,['Chromosome X']
18797,WDR45,['Chromosome 17']
18798,WDR45B,['Chromosome 17']
18799,WDR46,['Chromosome 6']
18800,WDR47,['Chromosome 1']
18801,WDR48,['Chromosome 3']
18802,WDR49,['Chromosome 3']
18803,WDR5,['Chromosome 9']
18804,WDR53,['Chromosome 11']
18805,WDR54,['Chromosome 2']
18806,WDR55,['Chromosome 5']
18807,WDR59,['Chromosome 16']
18808,WDR5B,['Chromosome 11']
18809,WDR6,['Chromosome 3']
18810,WDR60,['Chromosome 7']
18811,WDR61,['Chromosome 15']
18812,WDR62,['Chromosome 19']
18813,WDR63,['Chromosome 1']
18814,WDR64,['Chromosome 1']
18815,WDR66,['Chromosome 12']
18816,WDR7,['Chromosome 18']
18817,WDR70,['Chromosome 5']
18818,WDR72,['Chromosome 15']
18819,WDR73,['Chromosome 15']
18820,WDR74,['Chromosome 11']
18821,WDR75,['Chromosome 2']
18822,WDR76,['Chromosome 15']
18823,WDR77,['Chromosome 1']
18824,WDR78,['Chromosome 1']
18825,WDR81,['Chromosome 17']
18826,WDR82,['Chromosome 3']
18827,WDR83,['Chromosome 19']
18828,WDR83OS,['Chromosome 19']
18829,WDR86,['Chromosome 7']
18830,WDR87,['Chromosome 19']
18831,WDR88,['Chromosome 19']
18832,WDR89,['Chromosome 14']
18833,WDR90,['Chromosome 16']
18834,WDR91,['Chromosome 7']
18835,WDR92,['Chromosome 2']
18836,WDR93,['Chromosome 15']
18837,WDR97,['Chromosome 8']
18838,WDSUB1,['Chromosome 2']
18839,WDTC1,['Chromosome 1']
18840,WDYHV1,['Chromosome 8']
18841,WEE1,['Chromosome 11']
18842,WEE2,['Chromosome 7']
18843,WFDC1,['Chromosome 16']
18844,WFDC10A,['Chromosome 20']
18845,WFDC10B,['Chromosome 20']
18846,WFDC11,['Chromosome 20']
18847,WFDC12,['Chromosome 20']
18848,WFDC13,['Chromosome 20']
18849,WFDC2,['Chromosome 20']
18850,WFDC3,['Chromosome 20']
18851,WFDC5,['Chromosome 20']
18852,WFDC6,['Chromosome 20']
18853,WFDC8,['Chromosome 20']
18854,WFDC9,['Chromosome 7']
18855,WFIKKN1,['Chromosome 16']
18856,WFIKKN2,['Chromosome 17']
18857,WFS1,['Chromosome 4']
18858,WHAMM,['Chromosome 15']
18859,WHAMMP3,['Unplaced']
18860,WHRN,['Chromosome 9']
18861,WIF1,['Chromosome 12']
18862,WIPF1,['Chromosome 2']
18863,WIPF2,['Chromosome 17']
18864,WIPF3,['Chromosome 7']
18865,WIPI1,['Chromosome 17']
18866,WIPI2,['Chromosome 7']
18867,WISP1,['Chromosome 8']
18868,WISP2,['Chromosome 20']
18869,WISP3,['Chromosome 6']
18870,WIZ,['Chromosome 19']
18871,WLS,['Chromosome 1']
18872,WNK1,['Unplaced']
18873,WNK2,['Chromosome 9']
18874,WNK3,['Unplaced']
18875,WNK4,['Unplaced']
18876,WNT1,['Chromosome 12']
18877,WNT10A,['Chromosome 2']
18878,WNT10B,['Chromosome 12']
18879,WNT11,['Chromosome 11']
18880,WNT16,['Chromosome 7']
18881,WNT2,['Chromosome 7']
18882,WNT2B,['Chromosome 1']
18883,WNT3,['Chromosome 17']
18884,WNT3A,['Chromosome 1']
18885,WNT4,['Chromosome 1']
18886,WNT5A,['Chromosome 3']
18887,WNT5B,['Chromosome 12']
18888,WNT6,['Chromosome 2']
18889,WNT7A,['Chromosome 3']
18890,WNT7B,['Chromosome 22']
18891,WNT8A,['Chromosome 5']
18892,WNT8B,['Chromosome 10']
18893,WNT9A,['Chromosome 1']
18894,WNT9B,['Chromosome 17']
18895,WRAP53,['Chromosome 17']
18896,WRAP73,['Chromosome 1']
18897,WRB,['Chromosome 21']
18898,WRN,['Chromosome 8']
18899,WRNIP1,['Chromosome 6']
18900,WSB1,['Chromosome 17']
18901,WSB2,['Chromosome 12']
18902,WSCD1,['Chromosome 17']
18903,WSCD2,['Chromosome 12']
18904,WT1,['Chromosome 11']
18905,WT1-AS,['Unplaced']
18906,WTAP,['Chromosome 6']
18907,WTIP,['Chromosome 19']
18908,WWC1,['Chromosome 5']
18909,WWC2,['Chromosome 4']
18910,WWC2-AS2,['Unplaced']
18911,WWC3,['Chromosome X']
18912,WWOX,['Chromosome 16']
18913,WWP1,['Chromosome 8']
18914,WWP2,['Chromosome 16']
18915,WWTR1,['Chromosome 3']
18916,XAB2,['Unplaced']
18917,XAF1,['Chromosome 17']
18918,XAGE1A,['Chromosome X']
18919,XAGE1B,['Chromosome X']
18920,XAGE2,['Chromosome X']
18921,XAGE3,['Chromosome 4']
18922,XAGE5,['Chromosome X']
18923,XBP1,['Chromosome 22']
18924,XCL1,['Chromosome 1']
18925,XCL2,['Chromosome 1']
18926,XCR1,['Chromosome 3']
18927,XDH,['Chromosome 2']
18928,XG,['Chromosome X']
18929,XIAP,['Chromosome X']
18930,XIRP1,['Chromosome 3']
18931,XIRP2,['Chromosome 2']
18932,XIST,['Chromosome 1']
18933,XK,['Chromosome X']
18934,XKR3,['Chromosome 22']
18935,XKR4,['Chromosome 8']
18936,XKR5,['Chromosome 8']
18937,XKR6,['Chromosome 8']
18938,XKR7,['Chromosome 20']
18939,XKR8,['Chromosome 1']
18940,XKR9,['Chromosome 8']
18941,XKRX,['Chromosome X']
18942,XKRY,['Unplaced']
18943,XKRY2,['Unplaced']
18944,XPA,['Chromosome 9']
18945,XPC,['Chromosome 3']
18946,XPNPEP1,['Chromosome 10']
18947,XPNPEP2,['Chromosome X']
18948,XPNPEP3,['Chromosome 22']
18949,XPO1,['Chromosome 2']
18950,XPO4,['Chromosome 13']
18951,XPO5,['Chromosome 6']
18952,XPO6,['Chromosome 16']
18953,XPO7,['Chromosome 8']
18954,XPOT,['Chromosome 12']
18955,XPR1,['Chromosome 1']
18956,XRCC1,['Chromosome 19']
18957,XRCC2,['Chromosome 7']
18958,XRCC3,['Chromosome 14']
18959,XRCC4,['Chromosome 5']
18960,XRCC5,['Chromosome 2']
18961,XRCC6,['Chromosome 22']
18962,XRN1,['Chromosome 3']
18963,XRN2,['Chromosome 20']
18964,XRRA1,['Chromosome 11']
18965,XXYLT1,['Chromosome 3']
18966,XYLB,['Chromosome 3']
18967,XYLT1,['Chromosome 16']
18968,XYLT2,['Chromosome 17']
18969,YAE1,['Chromosome 7']
18970,YAF2,['Chromosome 12']
18971,YAP1,['Chromosome 11']
18972,YARS,['Chromosome 1']
18973,YARS2,['Chromosome 12']
18974,YBEY,['Chromosome 21']
18975,YBX1,['Chromosome 1']
18976,YBX2,['Chromosome 17']
18977,YBX3,['Chromosome 12']
18978,YDJC,['Chromosome 22']
18979,YEATS2,['Chromosome 3']
18980,YEATS4,['Chromosome 12']
18981,YES1,['Chromosome 18']
18982,YIF1A,['Chromosome 11']
18983,YIF1B,['Chromosome 19']
18984,YIPF1,['Chromosome 1']
18985,YIPF2,['Chromosome 19']
18986,YIPF3,['Chromosome 6']
18987,YIPF4,['Chromosome 2']
18988,YIPF5,['Chromosome 5']
18989,YIPF6,['Chromosome X']
18990,YIPF7,['Chromosome 4']
18991,YJEFN3,['Chromosome 19']
18992,YJU2,['Chromosome 19']
18993,YKT6,['Chromosome 7']
18994,YLPM1,['Chromosome 14']
18995,YME1L1,['Chromosome 10']
18996,YOD1,['Chromosome 1']
18997,YPEL1,['Chromosome 22']
18998,YPEL2,['Chromosome 17']
18999,YPEL3,['Chromosome 16']
19000,YPEL4,['Chromosome 11']
19001,YPEL5,['Chromosome 2']
19002,YRDC,['Chromosome 1']
19003,YTHDC1,['Chromosome 4']
19004,YTHDC2,['Chromosome 5']
19005,YTHDF1,['Chromosome 20']
19006,YTHDF2,['Chromosome 1']
19007,YTHDF3,['Chromosome 8']
19008,YWHAB,['Chromosome 20']
19009,YWHAE,['Chromosome 17']
19010,YWHAG,['Chromosome 7']
19011,YWHAH,['Chromosome 22']
19012,YWHAQ,['Chromosome 2']
19013,YWHAZ,['Chromosome 8']
19014,YY1,['Chromosome 14']
19015,YY1AP1,['Chromosome 1']
19016,YY2,['Chromosome X']
19017,ZACN,['Chromosome 17']
19018,ZADH2,['Chromosome 18']
19019,ZAN,['Chromosome 7']
19020,ZAP70,['Chromosome 2']
19021,ZAR1,['Chromosome 4']
19022,ZAR1L,['Chromosome 13']
19023,ZASP,['Chromosome 10']
19024,ZBBX,['Chromosome 3']
19025,ZBED1,['Chromosome X']
19026,ZBED2,['Chromosome 3']
19027,ZBED3,['Chromosome 5']
19028,ZBED4,['Chromosome 22']
19029,ZBED5,['Chromosome 11']
19030,ZBED6,['Chromosome 1']
19031,ZBED6CL,['Chromosome 7']
19032,ZBED8,['Chromosome 12']
19033,ZBED9,['Chromosome 6']
19034,ZBP1,['Chromosome 17']
19035,ZBTB1,['Chromosome 14']
19036,ZBTB10,['Chromosome 8']
19037,ZBTB11,['Chromosome 3']
19038,ZBTB12,['Chromosome 6']
19039,ZBTB14,['Chromosome 18']
19040,ZBTB16,['Chromosome 11']
19041,ZBTB17,['Chromosome 1']
19042,ZBTB18,['Chromosome 1']
19043,ZBTB2,['Chromosome 6']
19044,ZBTB20,['Chromosome 3']
19045,ZBTB21,['Chromosome 21']
19046,ZBTB22,['Chromosome 6']
19047,ZBTB24,['Chromosome 6']
19048,ZBTB25,['Chromosome 14']
19049,ZBTB26,['Chromosome 9']
19050,ZBTB3,['Chromosome 11']
19051,ZBTB32,['Chromosome 19']
19052,ZBTB33,['Chromosome X']
19053,ZBTB34,['Chromosome 9']
19054,ZBTB37,['Chromosome 1']
19055,ZBTB38,['Chromosome 3']
19056,ZBTB39,['Chromosome 12']
19057,ZBTB4,['Chromosome 17']
19058,ZBTB40,['Chromosome 1']
19059,ZBTB41,['Chromosome 1']
19060,ZBTB42,['Chromosome 14']
19061,ZBTB43,['Chromosome 9']
19062,ZBTB44,['Chromosome 11']
19063,ZBTB45,['Chromosome 19']
19064,ZBTB46,['Chromosome 20']
19065,ZBTB47,['Chromosome 3']
19066,ZBTB48,['Chromosome 1']
19067,ZBTB49,['Chromosome 4']
19068,ZBTB5,['Chromosome 9']
19069,ZBTB6,['Chromosome 9']
19070,ZBTB7A,['Chromosome 19']
19071,ZBTB7B,['Chromosome 1']
19072,ZBTB7C,['Chromosome 18']
19073,ZBTB8A,['Chromosome 1']
19074,ZBTB8B,['Chromosome 1']
19075,ZBTB8OS,['Chromosome 1']
19076,ZBTB9,['Chromosome 6']
19077,ZC2HC1A,['Chromosome 8']
19078,ZC2HC1B,['Chromosome 6']
19079,ZC2HC1C,['Chromosome 14']
19080,ZC3H10,['Chromosome 12']
19081,ZC3H11A,['Chromosome 1']
19082,ZC3H11B,['Chromosome 1']
19083,ZC3H12A,['Chromosome 1']
19084,ZC3H12B,['Chromosome X']
19085,ZC3H12C,['Chromosome 11']
19086,ZC3H12D,['Chromosome 6']
19087,ZC3H13,['Chromosome 13']
19088,ZC3H14,['Chromosome 14']
19089,ZC3H15,['Chromosome 2']
19090,ZC3H18,['Chromosome 16']
19091,ZC3H3,['Chromosome 8']
19092,ZC3H4,['Unplaced']
19093,ZC3H6,['Chromosome 2']
19094,ZC3H7A,['Chromosome 16']
19095,ZC3H7B,['Chromosome 22']
19096,ZC3H8,['Chromosome 2']
19097,ZC3HAV1,['Chromosome 7']
19098,ZC3HAV1L,['Chromosome 7']
19099,ZC3HC1,['Chromosome 7']
19100,ZC4H2,['Chromosome X']
19101,ZCCHC10,['Chromosome 5']
19102,ZCCHC12,['Chromosome X']
19103,ZCCHC13,['Chromosome 16']
19104,ZCCHC14,['Chromosome 16']
19105,ZCCHC17,['Chromosome 1']
19106,ZCCHC18,['Chromosome X']
19107,ZCCHC2,['Chromosome 18']
19108,ZCCHC23,['Unplaced']
19109,ZCCHC24,['Chromosome 10']
19110,ZCCHC3,['Chromosome 20']
19111,ZCCHC4,['Chromosome 4']
19112,ZCCHC7,['Chromosome 9']
19113,ZCCHC8,['Chromosome 12']
19114,ZCCHC9,['Chromosome 5']
19115,ZCRB1,['Chromosome 12']
19116,ZCWPW1,['Chromosome 7']
19117,ZCWPW2,['Chromosome 3']
19118,ZDBF2,['Chromosome 2']
19119,ZDHHC1,['Chromosome 16']
19120,ZDHHC11,['Chromosome 5']
19121,ZDHHC11B,['Chromosome 5']
19122,ZDHHC12,['Chromosome 9']
19123,ZDHHC13,['Chromosome 11']
19124,ZDHHC14,['Chromosome 6']
19125,ZDHHC15,['Chromosome X']
19126,ZDHHC16,['Chromosome 10']
19127,ZDHHC17,['Chromosome 12']
19128,ZDHHC18,['Chromosome 1']
19129,ZDHHC19,['Chromosome 3']
19130,ZDHHC2,['Chromosome 8']
19131,ZDHHC20,['Chromosome 13']
19132,ZDHHC21,['Chromosome 9']
19133,ZDHHC22,['Chromosome 14']
19134,ZDHHC23,['Chromosome 3']
19135,ZDHHC24,['Chromosome 11']
19136,ZDHHC3,['Chromosome 3']
19137,ZDHHC4,['Chromosome 7']
19138,ZDHHC5,['Chromosome 11']
19139,ZDHHC6,['Chromosome 10']
19140,ZDHHC7,['Chromosome 16']
19141,ZDHHC8,['Chromosome 22']
19142,ZDHHC9,['Chromosome X']
19143,ZEB1,['Chromosome 10']
19144,ZEB2,['Chromosome 2']
19145,ZER1,['Chromosome 9']
19146,ZFAND1,['Chromosome 8']
19147,ZFAND2A,['Chromosome 7']
19148,ZFAND2B,['Chromosome 2']
19149,ZFAND3,['Chromosome 6']
19150,ZFAND4,['Chromosome 10']
19151,ZFAND5,['Chromosome 9']
19152,ZFAND6,['Chromosome 15']
19153,ZFAT,['Chromosome 8']
19154,ZFC3H1,['Chromosome 12']
19155,ZFHX2,['Chromosome 14']
19156,ZFHX3,['Chromosome 16']
19157,ZFHX4,['Chromosome 8']
19158,ZFP1,['Chromosome 16']
19159,ZFP14,['Chromosome 19']
19160,ZFP2,['Chromosome 19']
19161,ZFP28,['Chromosome 19']
19162,ZFP3,['Chromosome 17']
19163,ZFP30,['Chromosome 19']
19164,ZFP36,['Chromosome 19']
19165,ZFP36L1,['Chromosome 14']
19166,ZFP36L2,['Chromosome 2']
19167,ZFP37,['Chromosome 9']
19168,ZFP41,['Chromosome 8']
19169,ZFP42,['Chromosome 4']
19170,ZFP57,['Chromosome 6']
19171,ZFP62,['Chromosome 5']
19172,ZFP64,['Chromosome 20']
19173,ZFP69,['Chromosome 1']
19174,ZFP69B,['Chromosome 1']
19175,ZFP82,['Chromosome 19']
19176,ZFP90,['Chromosome 16']
19177,ZFP91,['Chromosome 11']
19178,ZFP92,['Chromosome X']
19179,ZFPL1,['Chromosome 11']
19180,ZFPM1,['Chromosome 16']
19181,ZFPM2,['Chromosome 8']
19182,ZFR,['Chromosome 5']
19183,ZFR2,['Chromosome 19']
19184,ZFX,['Chromosome 2']
19185,ZFY,['Chromosome Y']
19186,ZFYVE1,['Chromosome 14']
19187,ZFYVE16,['Chromosome 5']
19188,ZFYVE19,['Chromosome 15']
19189,ZFYVE21,['Chromosome 14']
19190,ZFYVE26,['Chromosome 14']
19191,ZFYVE27,['Chromosome 10']
19192,ZFYVE28,['Chromosome 4']
19193,ZFYVE9,['Chromosome 1']
19194,ZG16,['Chromosome 16']
19195,ZG16B,['Chromosome 16']
19196,ZGLP1,['Chromosome 19']
19197,ZGPAT,['Chromosome 20']
19198,ZGRF1,['Chromosome 4']
19199,ZHX1,['Unplaced']
19200,ZHX1-C8orf76,['Unplaced']
19201,ZHX2,['Chromosome 8']
19202,ZHX3,['Chromosome 20']
19203,ZIC1,['Chromosome 3']
19204,ZIC2,['Chromosome 13']
19205,ZIC3,['Chromosome X']
19206,ZIC4,['Chromosome 3']
19207,ZIC5,['Chromosome 13']
19208,ZIK1,['Chromosome 19']
19209,ZIM2,['Chromosome 19']
19210,ZIM3,['Chromosome 19']
19211,ZKSCAN1,['Chromosome 7']
19212,ZKSCAN2,['Chromosome 16']
19213,ZKSCAN3,['Chromosome 6']
19214,ZKSCAN4,['Chromosome 6']
19215,ZKSCAN5,['Chromosome 7']
19216,ZKSCAN7,['Chromosome 3']
19217,ZKSCAN8,['Chromosome 6']
19218,ZMAT1,['Chromosome X']
19219,ZMAT2,['Chromosome 5']
19220,ZMAT3,['Chromosome 3']
19221,ZMAT4,['Chromosome 8']
19222,ZMAT5,['Chromosome 22']
19223,ZMIZ1,['Chromosome 10']
19224,ZMIZ2,['Chromosome 7']
19225,ZMPSTE24,['Chromosome 1']
19226,ZMYM1,['Chromosome 1']
19227,ZMYM2,['Chromosome 13']
19228,ZMYM3,['Chromosome X']
19229,ZMYM4,['Chromosome 1']
19230,ZMYM5,['Chromosome 13']
19231,ZMYM6,['Chromosome 1']
19232,ZMYND10,['Chromosome 3']
19233,ZMYND11,['Chromosome 10']
19234,ZMYND12,['Chromosome 1']
19235,ZMYND15,['Chromosome 17']
19236,ZMYND19,['Chromosome 9']
19237,ZMYND8,['Chromosome 20']
19238,ZNF10,['Chromosome 12']
19239,ZNF100,['Chromosome 19']
19240,ZNF101,['Chromosome 19']
19241,ZNF106,['Chromosome 15']
19242,ZNF107,['Chromosome 7']
19243,ZNF112,['Chromosome 19']
19244,ZNF114,['Chromosome 19']
19245,ZNF117,['Chromosome 7']
19246,ZNF12,['Chromosome 7']
19247,ZNF121,['Chromosome 19']
19248,ZNF124,['Chromosome 1']
19249,ZNF131,['Chromosome 5']
19250,ZNF132,['Chromosome 19']
19251,ZNF133,['Chromosome 20']
19252,ZNF134,['Chromosome 19']
19253,ZNF135,['Chromosome 19']
19254,ZNF136,['Chromosome 19']
19255,ZNF137P,['Unplaced']
19256,ZNF138,['Chromosome 7']
19257,ZNF14,['Chromosome 19']
19258,ZNF140,['Chromosome 12']
19259,ZNF141,['Chromosome 4']
19260,ZNF142,['Chromosome 2']
19261,ZNF143,['Chromosome 11']
19262,ZNF146,['Chromosome 19']
19263,ZNF148,['Chromosome 3']
19264,ZNF154,['Chromosome 19']
19265,ZNF155,['Chromosome 19']
19266,ZNF157,['Chromosome X']
19267,ZNF16,['Chromosome 8']
19268,ZNF160,['Chromosome 19']
19269,ZNF165,['Chromosome 6']
19270,ZNF169,['Chromosome 9']
19271,ZNF17,['Chromosome 19']
19272,ZNF174,['Chromosome 16']
19273,ZNF175,['Chromosome 19']
19274,ZNF177,['Chromosome 19']
19275,ZNF18,['Chromosome 17']
19276,ZNF180,['Chromosome 19']
19277,ZNF181,['Chromosome 19']
19278,ZNF182,['Chromosome X']
19279,ZNF184,['Chromosome 6']
19280,ZNF185,['Chromosome X']
19281,ZNF189,['Chromosome 9']
19282,ZNF19,['Chromosome 16']
19283,ZNF195,['Chromosome 11']
19284,ZNF197,['Chromosome 3']
19285,ZNF2,['Chromosome 2']
19286,ZNF20,['Chromosome 19']
19287,ZNF200,['Chromosome 16']
19288,ZNF202,['Chromosome 11']
19289,ZNF205,['Chromosome 16']
19290,ZNF207,['Chromosome 17']
19291,ZNF208,['Chromosome 19']
19292,ZNF211,['Chromosome 19']
19293,ZNF212,['Chromosome 7']
19294,ZNF213,['Chromosome 16']
19295,ZNF214,['Chromosome 11']
19296,ZNF215,['Chromosome 11']
19297,ZNF217,['Chromosome 20']
19298,ZNF219,['Chromosome 14']
19299,ZNF22,['Chromosome 10']
19300,ZNF221,['Chromosome 19']
19301,ZNF222,['Chromosome 19']
19302,ZNF223,['Unplaced']
19303,ZNF224,['Chromosome 19']
19304,ZNF225,['Chromosome 5']
19305,ZNF226,['Chromosome 19']
19306,ZNF227,['Chromosome 19']
19307,ZNF229,['Chromosome 19']
19308,ZNF23,['Chromosome 16']
19309,ZNF230,['Chromosome 11']
